text,sentiment
@yoeandha01 @sandalista1789 Ya kau bagian dr ideologi ketagihan khilafah. Gak puas? Gugat aku aja hehehe...Udah lama aku gak tarung politik dgn kelompokmu. Aku sih menikmati tarung spt itu 😉,negative
@IndraAziz Sya malah mulai unfollow portal berita online mas...  capek dengernya berita kurang baik mulu. Apalagi politik,netral
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia https://t.co/W9EQ7eShrM #IDCCDI #PKB @cakimiNOW @EmHasanuddin @idc_cdi @AndresPastrana_,positive
"@Ronnie_Rusli Buat saya Jaman p.harto mah enak,aman,cari kerjaan gampang kaga ribut politik tai ledik",negative
"@susipudjiastuti 1. Mempertahankan ""TAPI"", ini selalu akan kita kenal sbga bahasa politik bkn sbg seorang ahli hukum sehingga ujunya akan membuat kerja dilapangan jd serabutan &amp; memble 2. Bila mempertahankan tentu kinerjanya akan melebihi priode sebelumnya bkn malah membuat malu ""Natuna Gate""",negative
Apa hal? Adun PKR dedah seteru politik ‘hilang akal’ | ProjekMM https://t.co/ye8549q92k,negative
dan menteri menteri masih sibuk hal politik. https://t.co/m5DDRP4JOk,netral
"@SuwitoRobby @gendro_kesesi @PartaiSocmed @NcangBeni Mereka hanya berubah pandangan soal politik  Bukan soal Agama, setidaknya yg tampak seperti itu, ga tepat dikaitkan dgn Hidayah  Bisa jd masih benci FPI dan HRS ?",netral
"@detikcom Dalilnya apa sihh??? maen haram2an... emang MUI Tuhan apa??? apalagi Telkom, sampah politik bangett biar Iflix, HooQ bisa memperlebar bisnisnya",negative
"Kalau follow banyak portal berita di Twitter, resikonya ya kebanjiran informasi random mulai dari berita politik, hukum agama, gosip artis random, tips untuk dewasa, dsb.",netral
@p_politik Selama tak masuk gank FUI FPI HTI JAD mah aman aman saja,netral
"Membaca Partai Politik dengan Jernih, Senjakala Berhala Politik https://t.co/1rZbMJ39Ea",netral
"Dlm politik kalau sdh tersudut jangan sesekali mengaku salah, sebagai politisi carilah kambing hitam.",negative
"Nah.. ini salah satu contoh berpolitik tanpa kesadaran politik, tanpa pengetahuan politik... Banyak contoh spt ini. https://t.co/EV1Q2opHfE",netral
@Gerindra Mlm ini diTvone debat kasus suap kpu.PDIP.akrobat huk dan politik .rakyat sdh cerdas kasus suap terjadi krn PDIP tdk menerima penolakan kpu pergantian antar wkt.memaksakan kehendak spy HM diPAW.jika PDIP taat huk setlh ditolak tdk melanjutkan permohonan kepd kpu.justru minta Fatw,netral
"Quote: “Dalam hal ini kami Dewas, ya, berusaha berupaya KPK itu bukan diperlemah tapi justru diperkuat. Melalui apa? Tentu melalui tugas Dewas yang diamanatkan UU 19 Tahun 2019,” tutur guru besar politik LIPI ini.  KPK melemah karena ada Dewas?  Ngambek.  https://t.co/4pfyxLP43Y",netral
"@ShoutOut3Sub Filosofia Metaphysica. 20 tahun, buzzer sukarela di isu Politik Hukum. Mulut kek comberan tapi hati macam lautan hiya. https://t.co/OB6KfTmFBB",negative
"Pemimpin politik PAS dari dulu sampai sekarang, jaguh berbual.  Kalau diguna untuk membantu rakyat, ia tak sepatutnya diberi melalui saluran peribadi (exco). https://t.co/72lwvn7HeM",negative
"Bagi pihak kerajaan dan rakyat Malaysia, kita bersatu tanpa mengira perbezaan fahaman politik untuk bersama dgn rakyat Palestin.  Turut bersama dengan saya pada hari ini Datuk Seri Salahuddin Ayub, @MyDSA_official Menteri Pertanian yang juga Timbalan Presiden Parti Amanah Negara.",positive
@papaamom @wlsrmsr @dangdenis @kdrama_menfess Bagus banget. Belum adalagi yang gabungin medis sama politik suatu negara kayak gini,positive
"@dayatia Gak ada yg gratis dalam politik, Doc. Lagian nanti kalau mau digratisin, kena juga digoblok2in kek partai yang itu.",negative
"Peran musik, opera, puisi dan seni dalam dinamika politik Uni Soviet. [Sebuah utas ringan] 🎵 🚩 https://t.co/GCBqG7ZRbh",netral
@Syafiq_FFF Ahli politik kitu atuh jawab,netral
Sindiran Jokowi mengingatkan kita semua agar tdk terulang kejadian dlm memilih pemimpin. Jangan kita terbuai oleh permainan kata2/pembual para kandidat yg menghembuskan janji2 manis/bualan yg akhirnya menyakitkan. Kita wajib memilih pemimpin pekerja https://t.co/NcYQiXH0tD,positive
"@yaudalahhyaa Hmmm iya juga sih, daripada update tentang politik",netral
"@zarazettirazr Tadinya sy masih optimis dg yg namanya politik, tp setelah peristiwa ini sy jd semakin yakin bahwa semua politisi itu Bangsat.",negative
@Zulkifllubis71 @jokowi @Puspen_TNI @tni_ad Sampai sebegitu ngototnya penegakan hukum terhadap orang yg berjasa besar kepada negeri ini !!! Secara hukum &amp; politik untungnya apa ? @Gerindra &amp; @prabowo @Kemenhan  apa gak bisa menolong jenderal ini saya gak tega ngelihatnya...,positive
@ahmadd1 @NajibRazak Anak dia kaya dan ada syarikat sbb mahathir bagi projek. Najib dah mmg keturunan org kaya phg. Mmg dah kaya walau x masuk politik pun. Cuba ko tgk fakta berapa byk projek mahathir buat rugi Dan berapa sampai kena bailout? Dia nasib baik je sbb masa di PM4 media sosial belum luas.,negative
Ikhtiar politik rahmatallilaalamin @idc_cdi https://t.co/PPhyJlfXLG,netral
Setelah maulid di rumah @WarungSejarahRI saatnya ngobrol santai. Politik &amp; gibah. https://t.co/gCcyDKHvQF,netral
Bang @satriohendri sebagai pengamat seharusnya berfikir ini bukan  pertarungan istana &amp; MAR ? mengapa kasus ZH yg sudah lewat di up lagi   Sangat mungkin jika malah istana mendukung @MulfachriH untuk jadi KETUM jadi pengamatan saya malah lain  #MHforPAN1  https://t.co/X3AANlw91V,netral
LANGKA sudah kini Pribadi2 BERJIWA BESAR yang keras dalam perbedaan namun tak saling menghabiskan satu sama lain https://t.co/H5BGbwiKu9,netral
Pengamat: Pilkada Menggerakkan Ekonomi Daerah https://t.co/SP5VQ3sYsT,netral
"Waktu Arab investasi ga ada yg ributin, begitu Cina langsung ramai. Politik banget https://t.co/MebYhQUKJF",netral
Ja tak! ♻️🍀🌎                                              https://t.co/DgFEPm49nF,netral
@Arindra165 @SkySportsNews Mending dibubarkan dan digawe partai politik sahaja,netral
"Setiap perbuatan selalu ada balesannya, lu maen politik di politikin orang lu ngeduitin orang di duitin orang dst dst. Intinya belajar dari masa lalu karna siapapun orang itu sebenernya mereka ngerti mereka lagi di apain, jangan memperlakukan orang yg lu s",negative
@digeeembok @BudiKaryaS @erickthohir @triawanmunaf @yennywahid Ada itung2an politik apa pure cemen?,netral
"@mir_gif @kurawa Gabener Amiis Wees Edaan dah pasti kalah.Klau di Pilpres Kan ada Pak Ganjar. Kelak di Pilkada aja akan ditumbangkan bu Risma. Amiis prcaya diri akan menang pilkada/Pilpres. krna ia akan pkai Politik Indtitas,Pkai cara BIADAB nya yg sama saat ngalahin Ahok #StopRevitalisasiMonas",negative
"Hutan Rusak, Gubernur Lampung: Menteri LHK Ke Lapangan Dong, Jangan Di Kantor Saja #Hutan #RepublikMerdeka https://t.co/2uF8WdBUgV",negative
@jansen_jsp Org imigrasi sdh mulai ditarik ke politik jadinya spt ini. Tdk berani independen menerbitkan fakta. Imigrasi hrs diperbaiki. Pantas sj keberadaan imigran china tdk terdeetdksi,negative
"Dua hari setelah menjenguk, Hatta dapet kabar bahwa sahabatnya telah tiada. Hatta pun menyusul 10 tahun setelahnya.  Keduanya ada bukan untuk dibandingin. Kisahnya bisa jadi contoh, bahwa politik ga akan bisa jadi pemecah persahabatan mereka.  Semoga threadnya bermanfaat ya 🙏❤️ https://t.co/Lz93aYLnE8",positive
"@SuburBur @KPK_RI @sy_haris ""Nah, melalui kewenangan dan tugas yang dimiliki Dewas itu, kami berusaha menahan laju pelemahan KPK, menahan laju pelemahan KPK yang diupayakan oleh partai-partai politik sebagaimana yang sudah kita ketahui selama ini,"" imbuhnya.   buktinya semakin kedodoran menghadapi partai",negative
Politik oh Politik...😁  CNBC Indonesia https://t.co/wYwfBu1Dj5,netral
@ameen7006 @IjamKloppo PSM? Saja tanya sebab Kuasa ketiga. pemain politik yang ketiga...kan...,netral
@DapunthaH @maldhaddad @KholwatNisa @Savira1030 @andi_maih @eman_suganda Yang rawan itu yg biasa bahas politik 😁,netral
Apakah ada yang salah dengan sistem politik kita sehingga hampir semua politisi yang terpilih menjadi pejabat melakukan tindak korupsi? Ataukah korupsi sudah membudaya di masyarakat sehingga dianggap hal biasa?   #BongkarBorokBUMN https://t.co/pknwxaeX8f,negative
@atjeh01 @politik_twit Yang katanya di negara yg berpedoman teguh  pada Pancasila,netral
Dapat kenyataan bahwa timbul tenggelam tergantung kepentingan pribadi .... Semakin terbuka mata kita bahwa kmrn pilih dia Krn tdk ad pilihan lagi... Politik itu tidak ada hitam dan putih benar adanya https://t.co/5HknrU0nYi,netral
@lambfaridnurdin Report orang politik Gitulah,netral
Malaysia mna dia duduk sebenarnya.. Ada nmpk ahli politik takut ka skrang? Tak pun.. Yg ada pun si tua yg berterusan keluar statement kutuk org miskin..komik smpah https://t.co/RMBT5lFdss,negative
"kondisi global, khususnya pergerakan USA dan China akan sangat berpengaruh dari percepatan krisis politik nasional",negative
Politik Rahmatan Lil’alamiin dgn Islam wasathiyyah yg diusung PKB semakin mewujud dan berkontribusi nyata bagi perdamaian dunia https://t.co/oz8RXBk0kB,positive
"Tutup Rapim, Prabowo Sebut Pertahanan Adalah Investasi https://t.co/QfdnYuMYmN",positive
"Giliran Politik, Agama DILARANG ikut Campur  Lantas kenapa ceramah/khutbah di Masjid Negara Ikut Campur?   Apa kalian sehat??? https://t.co/Yp9tI0iMTz",negative
Saya menjual POLITIK HUKUM seharga Rp88.000. Dapatkan produk ini hanya di Shopee! https://t.co/7IhqStv9tG #ShopeeID https://t.co/Mcje9tCMpe,netral
"Rapim Kemhan 2020, Panglima TNI Sebut Pembentukan Tiga Satuan Baru Wujudkan Organisasi TNI… https://t.co/XhSMICYkuG",positive
"Agama ternyata bisa dijual utk kepentingan politik, juga utk jualan sabu!! #UstadzSabu https://t.co/U0EZQZdcxH",negative
"bangsa kita, adalah bangsa yang selalu mengalami krisis politik dan kekuasaan sejak zaman hindu budha dan kesultanan islam.",negative
Dr Mahathir bebas berjumpa sesiapa sahaja - @anwaribrahim  #sinarharian   https://t.co/Be4insqeH1,netral
@ustadtengkuzul masih aja berpolitik....bapak yang terhormat udah lah pak tak usah main main politik anda sekarang saja umroh di sana bersihkan pikiran politik ingat tujuan pertama aja pak @ustadtengkuzul,netral
@Stevaniehuangg Lawakan politik... Kita nonton aja..,netral
@ismailfahmi @muhammadiyah Sy mencium aroma politik belah bambu Antara si itu dan Muhammadiyah  Semoga hanya perasaan saja,positive
"Ternyata... ooh.. ternyata?? Ada yg bisa kasih penjelasan sebabnya @jokowi sbg Presiden tak peenah hadir pd perayaan oleh MATAKIM selama 5 thn pemerintahannya??? *Politik Keberpihakan 🙄🙄🙄 SBY Bisa 10 Kali, Jokowi Belum Pernah https://t.co/cptJmFoFWT",negative
"@kangsemproel meski minta maaf,Yasonna Laoly juga merasa pidatonya di pelintir  Supaya jangan dipelintir.Sebenarnya apa yg sya sampaikan itu kan penjelasan ilmiah, sharusnya ditanggapi scara ilmiah bukan secara politik, kata Yasonna.  NGELES KENAPA JDI KE POLITIK hadeh  https://t.co/TnuF98zo8Q",netral
"@zachumam Setuju, Mas, saya pernah dengar istilah ini dipakai AR Khomeini untuk menyebut kelompok pendukungnya saat Revolusi Iran. Ini membuat saya penasaran basis politik kelompok demografi ini dalam konteks Jakarta.",netral
"@SevenSeas87 @taufiqrus Jelas sekali, polisi main politik dan dpt balas jasa",netral
Bawaslu Pastikan Pengawasan DP4 untuk Pilkada 2020 https://t.co/UKLJwPGiZM,positive
"@marcharitahere Komitment sich...spt saya dan teman2 sekolah, kami sepakat untuk no politik di wag, ataupun saat ketemu...meski byk yg berbeda pandang",netral
Jawatankuasa Pemuda Parti Amanah Negara (Amanah) yang bermesyuarat pada 12 Januari lalu mengumumkan senarai pemilihan 14 Ketua Pemuda negeri bagi sesi 2019-2022.  Dapatkan berita menarik di https://t.co/sQPZIKUKeo  #sinarharian #Amanah #parti #pemuda https://t.co/85aXkuQNKF,positive
@Ketjupbasah_ haram ustad/habib ngebacotin politik,negative
Emang bener yak orang orang soshum khususnya yang politik politik itu teliti dengan kata kata nek rak penting rak dibalesi?,netral
"Skandal keuangan Jiwasraya berpotensi bisa memakzulkan Presiden. Benamkan partai2 politik yg bermain2 dgn kepentingan rakyat.   Masih adakah oposisi di gedung parlemen? Panja adalah dagelan, pansus adalah pertempuran.   Saatnya rakyat bergerak tanpa elit partai politik.",negative
"@HarisSuban @CNNIndonesia Itu klo komisaris swasta, klo komisaris dan direksi BUMN....hanya satu kata ""politik""",netral
"jokowo dan tim intinya telah sukses membagi kekuasaan pada oligarki politik, ormas, dan kaum intelektual pragmatis.",positive
Dimulai dengan politik kebhinekaan. Ditutup dengan politik identitas.  #JokowiMaruf #Jokowi2Periode,negative
@JordyTenggara @literarybase Kamu suka yang berbau politik atau sejarah nggak?,netral
"DEAR YASONNA LAOLY,  KRIMINAL KECIL MEMANG LAHIR DI PRIOK, TAPI KRIMINAL BESAR LAHIR DI MENTENG  OTT dan penggeledahan yg kerap dilakukan KPK bukan di Tanjung Priok, justru lebih seringnya di Menteng. Jiwasraya Rp 13,7 triliun?  #menteng #whitecollarcrime  https://t.co/dSLL5TZ4dm",negative
Maaf pak @prabowo apakah hati bpk tidak sedih melihat sahabat bpk sedang berjuang sendirian? Padahal beliau ada disamping bpk saat pilpres kemaren. #DoaUntukKivlanZein https://t.co/MmQSKoChhZ,netral
"Jika anda tdk bisa melihat perubahan Jakarta yg semakin cantik, hati2 mungkin anda terserang penyakit rabies alias togog gila yg menyerang hati dan otak manusia waras . https://t.co/Ro9grGALRy",negative
@Stevaniehuangg Gelo Sugan politik negara kita ini pak @prabowo ?  #oligarki bgt. Ga ada kelebihan lah si mantu na si @jokowi !  Miris banget!,negative
PT Hino Motors Sales Indonesia (HMSI) memprediksi penjualan beberapa model truknya sepanjang 2020 akan sama dengan tahun sebelumnya. Ini lantaran faktor ekonomi nasional yang belum membaik dan politik. https://t.co/TBY8NuPou7,negative
"melihat peta politik dan kondisi negara yang amburadul. tidak ada yang bisa merubah keadaan sekarang. kecuali gerakan massif dari rakyat bawah. kekuatan Jokowi (oligarki PDIP, NU, golkar, dan gerindra sulit dijatuhkan hanya dengan gerakan politisi)",netral
"Iya lah.. namanya juga minta, bebas aja mau minta apa juga.. Masalahnya publik udah eneg soal-soal konspirasi begini, gak bakal dikasih lu.. Ayo, publik, terus ramaikan dan besar-besarkan!!   #siulsiul https://t.co/BmtSNwZd7T",negative
"Stiker Ajaib: ramai ramai mundur sbg penerima PKH begitu diberlakukan tempel stiker ini. Wah, naik lagi ni angka yang terbebas dari kemiskinan.😁😁 https://t.co/YhEZ4pVwCV",positive
"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja kaek orang BEGO! Septadeewi ckakakakak",negative
"Poinnya bukan itu. Tapi konflik kepentingan. Dewan Pers itu isinya akademisi dan wartawan. Kalau ada kasus pengaduan terhadap media tertentu, wartawan media itu tak boleh ikut menangani. Meski obyektivitas dan integritasnya sudah teruji.  Yasonna tak peduli konflik kepentingan. https://t.co/d4yfBCR0t7",netral
"Mas Ngabehi Radjiman Mangoenhoesodo di Amsterdam, 1909-10.  Ia tengah berkuliah untuk meraih kualifikasi dokter Eropa. Sosok inilah yang kelak kita kenali sebagai dokter Radjiman Wediodiningrat. https://t.co/lathYMnzVi",positive
Ini Alasan Muncul Penolakan terhadap Pansus Jiwasraya https://t.co/hwIv0eW3rM,netral
"Peluang Menang Zulhas Tipis, PAN Bakal Pecah Telur #MHForPAN1 semakin solid https://t.co/ujjc8gAdc7",positive
"Kementerian Pertahanan mendapatkan alokasi APBN Rp127 triliun, terbesar sejak 2016. Anggaran itu harus efisien, bersih, tidak boleh ada mark-up, dan mendukung industri dalam negeri.  Kendati, tetap ada kemungkinan kerja sama pengembangan alutsista dengan negara lain. https://t.co/WpMr7Eh12D",positive
"Kesalahan terbesar tetap terletak pada diri kita sbg rakyat. Maaf, saat ini kita, rakyat Indonesia, sdh terlibat politik tanpa kesadaran politik, tanpa pengetahuan politik. Kita sdh terlibat di garis depan politik sbg bumper. Mrk dg enaknya memanen hasil keributan antar kita. https://t.co/kcf4qCgniV",negative
Hari ini berdialog dengan Komunitas Ojek Online wilayah Serpong Utara.   #SerpongUtara  #OjekOnline  #SalamSatuAspal https://t.co/2b2CPWvbqm,netral
"Bagi yang punya waktu luang, bisa menyaksikan turnamen bola voli Lavani Cup IV di cikeas 24 - 26 Januari pk 08.00 sd 17. 00 WIB. https://t.co/rNngotIUko",netral
"Semarak di Bundaran HI dan Taman Dukuh Atas sore tadi.  Terlewat acara hari ini? Masih ada lagi besok, mulai pukul 17.00-19.00.  Dan masih banyak lagi rangkaian #JakartaImlekan hingga 9 Februari 2020. Ikuti IG @jakartaimlekan.   #JakartaImlekan #DKIJakarta #Imlek https://t.co/m46tAWGEHJ",netral
"Untuk yang berdecak kagum mendengar gagasan pemerintah mencetak  ""10 Bali Baru"" dari Tanjung Lesung hingga Raja Ampat ---juga yang merasa bangga daerahnya akan jadi ""Bali Baru""--- silakan baca apa yang ditulis media dan warga Bali tentang kampungnya sendiri . https://t.co/vpAoikT5Tx",netral
"Priok, Tanah Para Kriminal? https://t.co/LwKLbI4wCl",negative
Bersiap untuk kongres PAN https://t.co/LerdoFMGw5,netral
Satu lawan lima https://t.co/rRGIxE7elq,netral
"Saat puluhan dokter menyerah, Ade Rae membimbingnya dengan cinta.  https://t.co/DHv2Kr73ZS",positive
Komunikasi politik adalah komunikasi sex tanpa klimaks.,negative
"Mungkin surveynya kurang detail, cuman memandang alamat saja langsung mengecap sesuatu, hampir sama meleblein daerah tertentu itu tempat kriminal,  Perlu hati² menuduh supaya tdk.di tuntut balik seperti sebelumnya, atau memang belom kapok jug https://t.co/onIASKPsoZ",negative
Saya kwatir kasus Menkumham membuka pintu utk lawan politik Jokowi melakukan demo berjilid2 lagi.,negative
Kemendagri Serahkan DP4 untuk Pilkada Serentak 2020 https://t.co/9U4gZCwmb4,netral
"Lokasi Kongres Persulit Kader Untuk Hadir  https://t.co/BTry5B4CgY #MHforPAN1  Ketum PAN &amp; calon petahana ZH tsbt dipertanyakan banyak kader. Lokasi kongres dinilai tidak representatif, misalnya dari ketersediaan hotel yang tidak memadai untuk menampung kader.   Ada apa ?",negative
"@adisaelangi2010 @prabowo @Dahnilanzar Baru sadar ya klo politik itu ya seni manfaatin orang lain demi kepentingan pribadi/klmpoknya, apalagi menjelang pemilu/pileg, hehe",negative
@ijo_11614 @atangkusuma @Indostransfer memang masih percaya mas ada kaitan antara pilpres kemarin dengan politik? :))))),netral
