"sentiment","text"
"Positive","Jadwal Lengkap Pertandingan NBA, Senin (19/3/2018)"
"Positive","Marcus/Kevin Pertahankan Gelar Juara All England"
"Negative","Imam Kecewa Lewatkan Peluang Sabet Gelar Dunia"
"Positive","Masih Haus Gelar, Federer Belum Pikirkan Pensiun"
"Positive","Conor McGregor Tidak Akan Pernah Berhenti Bertarung"
"Positive","Hasil Balapan GP Qatar dan Klasemen MotoGP"
"Positive","Tiba di Jakarta, Rossi Tegaskan Kangen Indonesia"
"Positive","Tolak Tawaran Manny Pacquiao, Begini Alasan McGregor"
"Positive","Satria Muda Gulung Pelita Jaya Di Britama Arena"
"Positive","Pertahankan Gelar All England, Kevin/Markus Kebanjiran..."
"Positive","Misi Baru Nico Rosberg"
"Positive","Stephen Curry, Bukan Kacang Lupa Kulitnya"
"Positive","Presiden WBA Sebut Canelo sebagai Atlet yang Bersih"
"Positive","Marcus/Kevin Pertahankan Gelar Juara All England"
"Positive","Libas Chicago Bulls, Kemenangan Cavs untuk sang..."
"Positive","Double-double James Warnai Kemenangan Cavs atas..."
"Positive","PBSI Beberkan Modal Jelang Kualifikasi Piala Thomas-Uber"
"Positive","Tom Brady, Ikon Kemapanan Zaman Now"
"Positive","Tinggal Selangkah Lagi, Fajar/Rian Ogah Terlalu..."
"Positive","Indonesia Pertanyakan Aturan Baru BWF Soal Ketinggian..."
"Positive","Hasil Pertandingan NBA, Senin (19/3/2018)"
"Negative","Vinales: Ini Bukan Momen Terbaik"
"Negative","Blake: Seharusnya Serena Williams Mendapat Perlindungan"
"Positive","Jadwal Lengkap Pertandingan NBA, Senin (19/3/2018)"
"Positive","Wilder Robohkan King Kong di Ronde 10"
"Positive","PB Forki Gelar Seleksi Karateka Asian Games 2018"
"Positive","Daftar Lengkap Kontestan Piala Thomas dan Uber 2018"
"Positive","Fowler Akan Kembali Beraksi di Atas Ring Tinju"
"Positive","Demi Kevin/Markus, Mahasiswi Indonesia Rela Datang..."
"Positive","Kobe Bryan: Sensasi Dapat Oscar Lebih Menggairahkan"
"Negative","Kalah atas Zheng/Huang, Kutukan Istora Berlanjut..."
"Positive","Patram Kembali Gelar Jelajah Alam Merangin Jambi"
"Positive","Federer Terkejut Bisa Menang Cepat di Rotterdam"
"Positive","Nielsen Tak Sabar Kembali Beraksi di Jerman"
"Positive","Menpora : Prestasi Kevin/Marcus Jadi Penyemangat..."
"Positive","Ramirez Dedikasikan Kemenangan untuk Imigran di AS"
"Positive","Anthony Ginting Juara Tunggal Putra Indonesia Masters..."
"Positive","Dukung Golovkin Kalahkan Canelo, Ini Alasan Saunders"
"Positive","Hasil Pertandingan NBA, Selasa (20/3/2018)"
"Positive","Berapa Biaya Menjadi Pembalap Dunia seperti Daniel..."
"Positive","Jadwal Balapan MotoGP Qatar, Minggu (18/3/2018)"
"Negative","Petenis Jepang Usir Sharapova dari Indian Wells"
"Positive","Siapa yang Bisa Hentikan Mercedes dan Hamilton?"
"Negative","Ini Curahan Hati Rossi & Vinales Usai Tampil Mengecewakan"
"Positive","Finalis Indian Wells Peroleh Kenaikan Peringkat..."
"Positive","Sebaik Apapun Penyelenggaraan yang Diingat Indonesia..."
"Positive","Jadwal Lengkap Pertandingan NBA, Sabtu (17/3/2018)"
"Positive","Billy Joe Saunders Waspadai Pengalaman Murray"
"Positive","Muguruza Melaju ke Babak Ketiga Tanpa Menginjak..."
"Positive","Muguruza Melaju ke Babak Ketiga Tanpa Menginjak..."
"Negative","Alami Cedera Lengan, Sharapova Mundur dari Miami..."
"Positive","Hasil Lengkap MXGP Argentina 2017 dan Klasemen Pembalap"
"Negative","Bungkam Petinju Filipina, Ruben Manakane Pertahankan..."
"Positive","Peluang Marcus/Kevin ke Final All England 2018"
"Positive","Valentino Rossi: Senjata Yamaha Musim Depan Cuma..."
"Positive","Joshua Akui Pihaknya Sudah Lakukan Pendekatan ke..."
"Positive","McGregor Sebut Mayweather Jr Sudah Akhiri Negosiasi..."
"Positive","Amir Imam Berusaha Keras Perbaiki Kehidupan"
"Negative","Pertarungan Haram Kalah buat King Arthur dan Nielsen"
"Positive","Hoki Indonesia Optimistis Sumbang Medali Asian Games..."
"Positive","Hasil Lengkap Pertandingan NBA, Kamis (22/3/2018)"
"Negative","CLS Knights Gagal Melepas Ketergantungan Pemain..."
"Positive","Sebastian Vettel Ukir Waktu Tercepat, Mercedes Gagal..."
"Negative","Hyeon Chung: Muda, Beda, dan Berbahaya"
"Positive","Billy Joe Saunders Waspadai Pengalaman Murray"
"Positive","Fernando Alonso, Ingin Menjadi Legenda"
"Positive","Nielsen Tak Sabar Kembali Beraksi di Jerman"
"Positive","Del Potro Juara Indian Wells 2018"
"Negative","Kalah atas Zheng/Huang, Kutukan Istora Berlanjut..."
"Positive","Dua Hal yang Bikin Sekjen PBSI Bangga"
"Positive","Toto Wolff Jenderal Besar di Formula 1"
"Positive","Osaka Merasa Tekanan Ada pada Kasatkina"
"Positive","Pelatih Golovkin Tidak Sepenuhnya Percaya dengan..."
"Negative","Blake: Seharusnya Serena Williams Mendapat Perlindungan"
"Positive","PBSI Yakin Pemain Muda Bisa Berprestasi"
"Positive","Jadwal Lengkap Pertandingan NBA, Sabtu (17/3/2018)"
"Positive","Whyte Ingin Balas Kekalahan dari Anthony Joshua"
"Negative","Soal Performa Musim 2017, Maverick Vinales Salahkan..."
"Positive","Fajar/Rian Senang Singkirkan Juara Dunia di Semifinal"
"Positive","Hasil Pertandingan NBA, Selasa (20/3/2018)"
"Positive","PBSI Kirim Surat dan Ajak BAC Berdiskusi"
"Positive","Liburan ala Lewis Hamilton"
"Positive","Stephen Curry, Sniper Tangguh Bermental Baja"
"Positive","Empat Tim Berebut Tiket Final IBL"
"Positive","Garcia Bertekad Menjadi Bintang Besar seperti Mayweather..."
"Positive","Hasil Pertandingan NBA, Minggu (18/3/2018)"
"Positive","Menpora : Prestasi Kevin/Marcus Jadi Penyemangat..."
"Positive","Raksasa Kurcaci dari Thailand Bakal Samai Mayweather..."
"Negative","Dua Pemain Ini Bakal Menjadi Batu Sandungan Federer"
"Negative","Indonesia Resmi Ajukan Protes Soal Aturan Tinggi..."
"Positive","Don King Sebut Ramirez Bertarung Layaknya Orang..."
"Positive","Hasil Pertandingan NBA, Senin (19/3/2018)"
"Negative","Alami Cedera Lengan, Sharapova Mundur dari Miami..."
"Negative","Dua Petinju Asia Tenggara Ancam Rekor Mayweather..."
"Positive","Indonesia Pertanyakan Aturan Baru BWF Soal Ketinggian..."
"Positive","Valdez Peroleh Perlawanan Sengit dari Quigg"
"Positive","Jadwal Lengkap Pertandingan NBA, Jumat (23/3/2018)"
"Positive","Naomi Osaka Petenis Termuda Juara Indian Wells"
"Positive","Roach Puji Kekuatan Fisik yang Dimiliki Quigg"
"Positive","Dua Hal yang Bikin Sekjen PBSI Bangga"
"Positive","Bantah Doping, Canelo: Pada Akhirnya Kebenaran Akan..."
"Negative","Azarenka Sempat Grogi Sebelum Mainkan Pertandingan..."
"Positive","Pelatih Ganda Putra Pantau Kesiapan Ahsan/Hendra"
"Positive","Kevin/Markus Tak Menyangka Bisa Pertahankan Gelar..."
"Positive","Edmund Akhiri 12 Tahun Kekuasaan Andy Murray"
"Positive","McGregor Sebut Mayweather Jr Sudah Akhiri Negosiasi..."
"Positive","Joshua Akui Pihaknya Sudah Lakukan Pendekatan ke..."
"Positive","Perjalanan Penuh Keajaiban Elise Mertens"
"Positive","Indonesia Pertahankan Gelar Lewat Kemenangan Rian/Hendra"
"Positive","Indonesia Bidik Satu Gelar di All England 2018"
"Positive","Hasil Drawing Piala Thomas dan Uber 2018"
"Negative","Batal Lawan Canelo, Golovkin Akan Pertimbangkan..."
"Negative","Indonesia Resmi Ajukan Protes Soal Aturan Tinggi..."
"Positive","Valentino Rossi : Tak Salah Saya Perpanjang Kontrak"
"Positive","KO Awuku, Berchelt Cuma Butuh Tiga Ronde"
"Positive","Johanna Konta Kembali Mencari Bentuk Terbaiknya"
"Positive","Bangkit dari Cedera, Del Potro Benamkan Roger Federer"
"Positive","Promotor Pacquiao: Dulu Timur Tengah, Sekarang Asia..."
"Positive","Daniel Ricciardo Membidik Gelar Juara Dunia | Halaman 2"
"Positive","Roger Federer Menyempurnakan Status di Rotterdam..."
"Negative","Federer Susah Payah Pertahankan Gelar Australia..."
"Positive","Jadwal Lengkap Pertandingan NBA, Minggu (18/3/2018)"
"Negative","Ini Curahan Hati Rossi & Vinales Usai Tampil Mengecewakan"
"Positive","Valentino Rossi Merasa Johann Zarco Bukan Ancaman"
"Positive","Pertaruhkan Gelar, Khalid Ingin Jajal Kemampuan..."
"Negative","Bungkam Petinju Filipina, Ruben Manakane Pertahankan..."
"Positive","Dukung Golovkin Kalahkan Canelo, Ini Alasan Saunders"
"Positive","Hendra/Ahsan versus Fajar/Rian: Waspada Stamina..."
"Positive","Stephen Curry, Sniper Tangguh Bermental Baja"
"Positive","PBSI Kirim Surat dan Ajak BAC Berdiskusi"
"Positive","Crosser Nasional Siap Uji Sirkuit Makassar Metro"
"Positive","Jadi Pembalap, Pangeran Ini Miliki Bensin dalam..."
"Positive","Daftar Lengkap Kontestan Piala Thomas dan Uber 2018"
"Positive","Lupakan Indian Wells, Kasatkina Fokus ke Miami Terbuka"
"Positive","Venue Turnamen Miami Terbuka Bakal Pindah Lokasi"
"Positive","Valentino Rossi Dinobatkan Sebagai Juara Dalam Video..."
"Positive","Daniel Ricciardo Membidik Gelar Juara Dunia"
"Positive","Miami Terbuka Beri Jatah Wildcard kepada Serena..."
"Positive","Conor McGregor Tidak Akan Pernah Berhenti Bertarung"
"Positive","Kerber Merasa Permainannya Terus Berkembang"
"Positive","Del Potro Juara Indian Wells 2018"
"Positive","Pelita Jaya Kampiun Indonesian Basketball League..."
"Positive","Memburu Rekor Fangio, Vettel Siap Tempur dengan..."
"Positive","Juara UFC Wanita Ingin Cicipi Ring Tinju"
"Negative","Azarenka Sempat Grogi Sebelum Mainkan Pertandingan..."
"Negative","Serena Williams Tumbang di Babak Pertama Miami Terbuka"
"Positive","Crosser Nasional Siap Uji Sirkuit Makassar Metro"
"Positive","Rossi Minta Vinales Bersikap Realistis Tatap MotoGP..."
"Negative","CLS Knights Indonesia Takluk di Kandang Alab Pilipinas"
"Positive","PBSI Yakin Pemain Muda Bisa Berprestasi"
"Positive","Jadwal Lengkap Pertandingan NBA, Minggu (18/3/2018)"
"Positive","Pelatih Ganda Putra Pantau Kesiapan Ahsan/Hendra"
"Positive","Whyte Ingin Balas Kekalahan dari Anthony Joshua"
"Positive","Ivanovic dan Schweinsteiger Bahagia Sambut Kelahiran..."
"Positive","Peluang Marcus/Kevin Mempertahankan Gelar di All..."
"Positive","Hasil Pertandingan NBA, Rabu (21/3/2018)"
"Positive","Valentino Rossi Merasa Johann Zarco Bukan Ancaman"
"Negative","The Body Snatcher Sebut Wilder Hanya Bicara Sampah"
"Positive","Hasil Lengkap Pertandingan NBA, Kamis (22/3/2018)"
"Negative","Kalah Pengalaman, Samurai Akui Garcia Petinju Hebat"
"Positive","Usai Kalahkan Serena, Osaka Ngaku sebagai Penggemar..."
"Positive","Demi Kevin/Markus, Mahasiswi Indonesia Rela Datang..."
"Negative","Pelatih Golovkin Tidak Sepenuhnya Percaya dengan..."
"Positive","Hasil Balapan GP Qatar dan Klasemen MotoGP"
"Positive","Antonio Cairoli Siap Ramaikan MXGP Semarang"
"Positive","Hasil Pertandingan NBA, Rabu (21/3/2018)"
"Positive","Lupakan Indian Wells, Kasatkina Fokus ke Miami Terbuka"
"Positive","Jadwal Lengkap Pertandingan NBA, Kamis (22/3/2018)"
"Negative","Joshua Minta Wilder Jangan Hanya Mengumbar Sensasi"
"Positive","Raksasa Kurcaci dari Thailand Bakal Samai Mayweather..."
"Positive","Edmund Akhiri 12 Tahun Kekuasaan Andy Murray"
"Positive","Empat Tim Berebut Tiket Final IBL"
"Positive","Ivanovic dan Schweinsteiger Bahagia Sambut Kelahiran..."
"Positive","Anthony Ginting Juara Tunggal Putra Indonesia Masters..."
"Positive","Tampil di Jerman Terbuka, Praveen/Melati Berjuang..."
"Negative","Quigg: Oscar Valdez Salah dalam Mencari Lawan"
"Positive","Usai Kalahkan Serena, Osaka Ngaku sebagai Penggemar..."
"Positive","PB Forki Gelar Seleksi Karateka Asian Games 2018"
"Positive","PBSI Beberkan Modal Jelang Kualifikasi Piala Thomas-Uber"
"Positive","Misi Baru Nico Rosberg | Halaman 2"
"Positive","Hasil Drawing Piala Thomas dan Uber 2018"
"Positive","Libas Chicago Bulls, Kemenangan Cavs untuk sang..."
"Positive","Sebaik Apapun Penyelenggaraan yang Diingat Indonesia..."
"Positive","Miami Terbuka Beri Jatah Wildcard kepada Serena..."
"Negative","Terhenti di Pertandingan Pertama, Ini Kata Sharapova"
"Positive","Jadwal Lengkap Pertandingan NBA, Jumat (23/3/2018)"
"Positive","Ramirez Dedikasikan Kemenangan untuk Imigran di AS"
"Positive","Kabar Dopingnya Canelo Tak Pengaruhi Kamp Pelatihan..."
"Positive","Tampil di Jerman Terbuka, Praveen/Melati Berjuang..."
"Positive","Marcus/Kevin Melaju ke Final All England 2018"
"Positive","Valentino Rossi : Tak Salah Saya Perpanjang Kontrak"
"Negative","Batal Lawan Canelo, Golovkin Akan Pertimbangkan..."
"Negative","Perpanjang Kontrak, Rossi Tak Berikan Garansi Prestasi"
"Positive","Sulaiman Yakin Canelo Alvarez Tidak Bersalah"
"Negative","Tolak Tawaran Manny Pacquiao, Begini Alasan McGregor"
"Negative","The Body Snatcher Sebut Wilder Hanya Bicara Sampah"
"Positive","Crutchlow Salut dengan Bos Dorna Sports"
"Positive","Kembali Naik Ring, Jhonny Gonzalez Ditantang Maravilla"
"Positive","Misi Baru Nico Rosberg"
"Negative","Imam Kecewa Lewatkan Peluang Sabet Gelar Dunia"
"Positive","Naomi Osaka Petenis Termuda Juara Indian Wells"
"Positive","Siapa yang Bisa Hentikan Mercedes dan Hamilton?"
"Positive","Impian Del Potro Ketemu Roger Federer Jadi Kenyataan"
"Positive","Garbine Muguruza, Laris Manis Jadi Brand Ambassador"
"Positive","Stephen Curry, Sniper Tangguh Bermental Baja | Halaman 2"
"Positive","Jadwal Lengkap Pertandingan NBA, Kamis (22/3/2018)"
"Negative","Mayweather Jr Bantah Akan Tanding di UFC"
"Positive","Antonio Cairoli Siap Ramaikan MXGP Semarang"
"Positive","Roger Federer Menyempurnakan Status di Rotterdam..."
"Positive","Duel Seru Warnai Partai Puncak IBL 2017"
"Negative","Dua Pemain Ini Bakal Menjadi Batu Sandungan Federer"
"Positive","Jadwal Balapan MotoGP Qatar, Minggu (18/3/2018)"
"Positive","Indonesia Pertahankan Gelar Lewat Kemenangan Rian/Hendra"
"Negative","Fajar/Rian Kalah, Indonesia Tanpa Gelar di Jerman..."
"Positive","Garbine Muguruza, Keberhasilan Sejak Muda"
"Positive","Hasil Lengkap MXGP Argentina 2017 dan Klasemen Pembalap"
"Positive","Kehadiran Saunders Bikin Motivasi Kell Brook Semakin..."
"Positive","Johann Zarco, Penerus Legenda MotoGP"
"Positive","Toto Wolff Kuasai 6 Bahasa Asing"
"Negative","Stan Wawrinka: Roger Federer Tua-tua Keladi"
"Positive","Hasil Lengkap Final Indonesia Masters 2018"
"Positive","Muguruza Sabet Penghargaan Atlet Wanita Terbaik..."
"Positive","Berapa Biaya Menjadi Pembalap Dunia seperti Daniel..."
"Positive","Presiden WBA Sebut Canelo sebagai Atlet yang Bersih"
"Positive","Menpora Menolak Penghapusan Nomor 62 Kg Angkat Besi"
"Positive","Crutchlow Salut dengan Bos Dorna Sports"
"Positive","Valentino Rossi: Senjata Yamaha Musim Depan Cuma..."
"Positive","Bangkit dari Cedera, Del Potro Benamkan Roger Federer"
"Negative","Greysia/Apriyani Kalah, Indonesia Gagal Juara Umum"
"Positive","Antara Garcia dan Matthysse, Siapakah Lawan Pacquiao..."
"Positive","Wilder Robohkan King Kong di Ronde 10"
"Positive","Peluang Marcus/Kevin Mempertahankan Gelar di All..."
"Positive","Ivanovic dan Schweinsteiger Bahagia Sambut Kelahiran..."
"Positive","Federer Terkejut Bisa Menang Cepat di Rotterdam"
"Positive","Finalis Indian Wells Peroleh Kenaikan Peringkat..."
"Positive","Patram Kembali Gelar Jelajah Alam Merangin Jambi"
"Negative","Sebastian Vettel Ukir Waktu Tercepat, Mercedes Gagal..."
"Negative","CLS Knights Gagal Melepas Ketergantungan Pemain..."
"Positive","Jadwal Lengkap Pertandingan NBA, Rabu (21/3/2018)"
"Negative","Mayweather Jr Bantah Akan Tanding di UFC"
"Positive","Garcia Bertekad Menjadi Bintang Besar seperti Mayweather..."
"Negative","CLS Knights Indonesia Takluk di Kandang Alab Pilipinas"
"Positive","McGregor Diminta Lupakan Mayweather Jr dan Kembali..."
"Positive","Soal Nasib Eko Yuli, Menpora Menanti Surat Balasan..."
"Positive","Belum Siap Pensiun, King Arthur Naik Ring Lagi Bulan..."
"Positive","Kembali ke Tanah Air, Tim Thomas dan Uber Indonesia..."
"Positive","Konsistensi Jadi Kunci Vinales di Hari Kedua Tes..."
"Positive","Ivanovic dan Schweinsteiger Bahagia Sambut Kelahiran... | Halaman 2"
"Positive","Kell Brook vs Sergey Rabchenko: Batu Loncatan demi..."
"Positive","Terkait Linares-Lomachenko, De La Hoya Tunggu Respons..."
"Positive","Raih Podium Ketiga, Rossi Makin Pede Tatap MotoGP..."
"Negative","Terlempar dari Lima Besar, Zarco Beber Masalah Ban..."
"Positive","PB Forki Seleksi Karateka Asian Games 2018 Sampai..."
"Positive","Belum Siap Pensiun, King Arthur Naik Ring Lagi Bulan..."
"Negative","Federer Gagal Cetak Rekor Petenis Tertua Berperingkat..."
"Positive","Setelah Juara di Indonesia Masters, Anthony Target..."
"Negative","Keke Rosberg, Ayah yang Tak Pernah Datang Lagi Menemani"
"Positive","Grand Master Lioe Nam Khiong Sandang Sabuk Hitam..."
"Positive","Pencak Silat Patok Empat Medali Emas, Menpora: Saya..."
"Positive","Arum Tidak Dilibatkan dalam Kesepakatan Duel Pacquiao..."
"Positive","PBSI Cari Tim Inti untuk Thomas-Uber dan Asian Games"
"Positive","Juara di Indonesia Masters 2018, Peringkat Anthony..."
"Positive","Garcia Merasa Terhormat Bisa Ikuti Jejak Marquez..."
"Positive","Tinjau Pelatnas Polo Air dan Renang Indah, Menpora..."
"Positive","Pemain CLS Knights Diminta Main Lepas Lawan Malaysia..."
"Negative","Marquez: Sulit Tidur Nyenyak jika Tak Berduel di..."
"Negative","Federer Gagal Cetak Rekor Petenis Tertua Berperingkat..."
"Positive","Jepang Berjaya di Jerman Terbuka, Jumlah Gelar Setara..."
"Positive","Soft Tenis Bidik Satu Medali Emas di Asian Games..."
"Positive","Menpora Minta Evaluasi Total, Tak Terkecuali Cabang..."
"Positive","PBSI Cari Tim Inti untuk Thomas-Uber dan Asian Games"
"Positive","Pelatih CLS Knights Senang Energi Para Pemain Tetap..."
"Positive","Habis Menangi Indonesia Open 2017, Owi/Butet Bidik..."
"Positive","The Bronze Bomber Akan Hadiri Duel Joshua vs Parker"
"Positive","Ratusan Peserta Ikuti Kejuaraan Tenis Beregu Sakinah..."
"Positive","Jelang Asian Games 2018, Menpora Minta Pengawasan..."
"Negative","Tolak ke Las Vegas, Manny Pacquiao Pilih Tarung..."
"Negative","Canelo Alvarez Konsumsi Zat Doping, Tarung Ulang..."
"Negative","Grigor Dimitrov Akui Sulit Jegal Roger Federer Naik..."
"Positive","JNE Dukung Pembalap Nasional di Ajang AXCR 2017,..."
"Positive","Jadwal Final IBL 2017: Pelita Jaya vs Satria Muda"
"Positive","Kroser Juara Dunia 6 Kali MXGP Nikmati Pantai Tikus..."
"Positive","Dillian Whyte Akan Berikan Tekanan Lebih Kuat kepada..."
"Positive","Waspada! Andrea Dovizioso Bakal Buat Kejutan di..."
"Positive","Juara WBO Sebut Andy Lee Miliki Karier yang Luar..."
"Positive","Juara Dunia Kelas Terbang Super WBA Ngebet Tampil..."
"Positive","NAC Masih Belum Bisa Putuskan Nasib Rematch Golovkin-Canelo"
"Negative","Kalah Lawan Saigon Heat, Bos CLS Knights Sindir..."
"Positive","Statistik Menarik Jelang Balapan Pembuka F1 2018..."
"Positive","Pencak Silat Patok Empat Medali Emas, Menpora: Saya..."
"Positive","Setelah Juara di Indonesia Masters, Anthony Target..."
"Positive","Juara WBO Sebut Andy Lee Miliki Karier yang Luar..."
"Positive","Filosofi Gambar Musang Madu di Helm Balap Daniel..."
"Negative","Gagal ke Babak Playoff, Hasil Ini Jadi Cambuk buat..."
"Positive","Marcus/Kevin Raih Gelar Perdana Tahun 2018 dari..."
"Positive","Lolos ke Final All England, Kevin/Marcus Sempat..."
"Negative","Rossi Tak Ambil Pusing Dicap Ketuaan di Lintasan..."
"Positive","Bos Honda Komentari Kejuaraan Dunia MXGP 2017 di..."
"Positive","Indonesia Juara Umum di Test Event Asian Games 2018,..."
"Positive","Legenda Bulu Tangkis Yakin Pemain Indonesia Raih..."
"Negative","Grigor Dimitrov Akui Sulit Jegal Roger Federer Naik..."
"Positive","Mikey Garcia Rebut Gelar Dunia di Empat Kelas Berbeda"
"Positive","Tinjau Pelatnas Polo Air dan Renang Indah, Menpora..."
"Positive","Jelang Asian Games 2018, Aher Minta Standar Toilet..."
"Positive","Ratusan Peserta Ikuti Kejuaraan Tenis Beregu Sakinah..."
"Positive","Asapi Marquez, Zarco Rebut Posisi Pole di MotoGP..."
"Positive","Pelatih CLS Knights Senang Energi Para Pemain Tetap..."
"Positive","CLS Knights Susun Skenario Cover Pemain Asing Saigon..."
"Positive","Raih Podium Ketiga, Rossi Makin Pede Tatap MotoGP..."
"Positive","Insting Bisnis Kobe Bryant yang Jarang Diketahui..."
"Negative","Keke Rosberg, Ayah yang Tak Pernah Datang Lagi Menemani"
"Negative","Kalah Lawan Saigon Heat, Bos CLS Knights Sindir..."
"Positive","Mantan Kekasih Maverick Vinales Kejar Rekor Baru..."
"Positive","Soal Nasib Eko Yuli, Menpora Menanti Surat Balasan..."
"Positive","Kisah Fernando Alonso dan Gokar yang Dibuat Bukan..."
"Positive","Dillian Whyte Akan Berikan Tekanan Lebih Kuat kepada..."
"Positive","Menpora Minta Evaluasi Total, Tak Terkecuali Cabang..."
