"id","sentiment","text"
5138,"Negative","Investasi Abal-abal dan Masyarakat RI yang Ingin Cepat Kaya"
5139,"Positive","Siap-siap, Ganjil Genap Tol Cikampek Berlaku Pekan Depan"
5140,"Positive","Operasi Pasar, Upaya Pemerintah Turunkan Harga dan Lawan Mafia Beras"
5141,"Positive","Trump Rombak Pajak AS, Apa Saja yang Berubah?"
5142,"Positive","Harga Beras Naik, Sandi Perintahkan Pedagang Tak Tahan Stok"
5143,"Positive","Cucian Kinclong dengan Diskon Mesin Cuci di Transmart Carrefour"
5144,"Positive","Ini Dia Bisnis Restoran yang Mengandalkan Pelayan Seksi"
5145,"Negative","Ini Dampak Memanasnya Hubungan Ukraina-Rusia Terhadap Ekonomi Dunia"
5146,"Negative","Mau Gulung Tikar, Debenhams Senayan Diserbu Pemburu Diskon"
5147,"Negative","Ekonomi Lesu, OJK Keluarkan 35 Paket Kebijakan di Sektor Keuangan"
5148,"Positive","Dicurhati Pengusaha Remaja, Jokowi: Saya akan Beri Modal"
5149,"Positive","Mau Kerja di Banten? Intip Dulu Gaji Minimumnya"
5150,"Positive","Tak Hanya Tenggelamkan Kapal Maling Ikan, Ini Deretan Prestasi Susi"
5151,"Negative","Keluhan Pedagang: Roxy Square Sepi Pembeli, Sudah Kayak Kuburan"
5152,"Positive","Koperasi di Bojonegoro Dapat Kucuran Modal Rp 25 M"
5153,"Negative","Ini Dia yang Paling Banyak Beri Utang ke Pemerintah RI"
5154,"Positive","Usai Google, Sri Mulyani Langsung Kejar Pajak Facebook Cs"
5155,"Positive","Sepak Terjang Susi Berantas Maling Ikan Hingga Dipanggil Jokowi"
5156,"Positive","Ada Pelabuhan Nabire, Jokowi: Tak Untung Bila Tak Ekspor"
5157,"Positive","Profil 10 Orang Terkaya di Indonesia Berharta Rp 666 Triliun (1)"
5158,"Positive","Bank Ramai-ramai Tawarkan Bunga KPR di Bawah 10%"
5159,"Positive","Dukung UMKM di Tangerang, AP II Bangun Rumah Kreatif"
5160,"Positive","Cerita Pedagang Warung Nasi Cari Beras Murah untuk Jualan"
5161,"Positive","Dibangun WIKA, Ini Manfaat Bendungan Kuwil Kawangkoan di Manado"
5162,"Negative","Pulpen China Gampang Bocor Tapi Diburu Pembeli, Kok Bisa?"
5163,"Negative","125.000 Ton Bawang Merah di Petani Belum Terserap Pasar"
5164,"Positive","Sekolah Penerbangan Curug Gelar Program Padat Karya Jokowi"
5165,"Positive","10 Subway Terbaik di Dunia, Siapa Ingin Coba?"
5166,"Positive","Bisakah Kartel Dilakukan untuk Tujuan Khusus? Ini Kata Guru Besar UI"
5167,"Positive","Ada Pusat Distribusi, Produk Electronic City ke Luar Jawa Lebih Cepat"
5168,"Positive","Kisah Ricky Elson, 'Putra Petir' Pencipta Mobil Listrik RI"
5169,"Positive","Catat! 3 Bulan Lagi Bekasi ke Jakarta Bisa Lewat Tol Becakayu"
5170,"Positive","Ikut Tax Amnesty, Aburizal Bakrie: Anak-anak Semua Ikut"
5171,"Positive","Ini Dia Orang Tajir se-Indonesia 2013 Versi Forbes (2)"
5172,"Positive","Mau Belanja di PKL Tanah Abang? Ini Lho Daftar Harganya"
5173,"Positive","UMK Semarang Rp 2,3 Juta, Paling Tinggi se-Jawa Tengah"
5174,"Negative","JK Ancam RI Setop Impor Kedelai AS, Enggar: Kita Siap"
5175,"Positive","Menkeu dan BI Rapat Bareng DPR, Ini yang Dibahas"
5176,"Negative","Mau Tutup Gerai, GAP di Grand Indonesia Diskon Hingga 70%"
5177,"Negative","Express PHK 400 Orang, Paling Banyak Call Center dan Bengkel"
5178,"Positive","Yuk, Bandingkan Waktu Tempuh Kereta Kencang JKT-SBY dengan Pesawat"
5179,"Positive","Mentan: Harga Beras dan Bawang Merah Stabil Tanpa Impor"
5180,"Positive","Fasilitas Mudik dengan Kereta Mewah: Kamar Tidur Hingga Karaoke"
5181,"Positive","Anies-Sandi Tetapkan UMP Jakarta 2018 Rp 3,6 Juta"
5182,"Negative","Lika-liku Biaya Proyek LRT Jabodebek Hingga Disepakati Rp 29,9 T"
5183,"Positive","Masyarakat Sudah Puas Jalan-jalan, Tahun Ini Waktunya Belanja"
5184,"Positive","Serba-serbi Rencana Kereta Cepat Jokowi yang Jadi Perbincangan Dunia"
5185,"Positive","Soal Harga Jual Beras Impor, Bulog Tunggu Keputusan Pemerintah"
5186,"Positive","Masyarakat RI yang Melek Keuangan Baru 60%, Ini Target OJK"
5187,"Negative","'Jeritan' Wong Cilik Gara-gara Harga Elpiji 3 Kg Naik"
5188,"Positive","Buka Perdagangan Saham, Aher Ajak Warga Jabar Investasi di Bursa Efek"
5189,"Positive","Jelang Natal dan Tahun Baru, Polri Kawal Ketat Distribusi Pangan"
5190,"Positive","Bahas Batam Jadi KEK, Darmin Kumpulkan Pejabat di Kantornya"
5191,"Positive","Canda Darmin di Peluncurkan Sekuritisasi Aset Anak Usaha PLN"
5192,"Positive","Pakai Payung Mendag Cek Kualitas Beras di Cipinang, Apa Hasilnya?"
5193,"Negative","Masih Tinggi, Harga Beras Medium di Pasar Induk Cipinang Rp 11.000/Kg"
5194,"Positive","Cara Mendag Pastikan Beras Operasi Pasar Bulog Tepat Sasaran"
5195,"Negative","Ubah Sistem Persinyalan, Investasi LRT Jabodebek Naik Lagi Rp 300 M"
5196,"Positive","Orang Kaya RI Dapat Fasilitas Bebas PPH, Begini Caranya"
5197,"Negative","Perusahaan Migas Bakrie Mau Ubah Utang Rp 437 M Jadi Saham"
5198,"Negative","RI Impor Singkong dari Masa ke Masa"
5199,"Positive","Di Depan Ibu-ibu, Jokowi Luncurkan Bantuan Pangan Non Tunai"
5200,"Negative","Bingung Soal Syarat 14 Tahun Pada SNI Mainan? Ini Kriterianya"
5201,"Negative","Kena PHK, Eks Pegawai 7-Eleven Ini Sekarang Jualan Nasi Uduk"
5202,"Positive","Menengok Jet Pribadi Punya Salah Satu Orang Terkaya Indonesia"
5203,"Negative","Punya Banyak Umat Muslim, RI Masih Minim Manfaatkan Keuangan Syariah"
5204,"Positive","BNP2TKI Umumkan Peserta Lulus Seleksi CPNS, Ini Daftarnya"
5205,"Negative","Ini Negara yang Paling Rajin Beri Utang ke Pemerintah RI"
5206,"Negative","Tak Banyak Orang Belanja Saat Lebaran Penyebab Ekonomi Tumbuh 5,01%"
5207,"Positive","Go-Jek Dapat Suntikan Modal Rp 2 Triliun dari Astra"
5208,"Negative","Kisah Hacker Bobol Rp 12 Triliun dari 100 Bank"
5209,"Positive","Dari Bisnis Jual Mainan, Pria Ini Raup Rp 100 Juta/Bulan"
5210,"Positive","Beli REITs, Cara Mudah Investasi di Sektor Properti"
5211,"Negative","Sejak 2015, Tangkapan Tuna RI Selalu di Bawah Kuota"
5212,"Negative","Ini Tugas Berat Jokowi Untuk Thomas Lembong"
5213,"Positive","Penampakan 'Meme' Raksasa di Kantor Menteri Susi"
5214,"Positive","Dari Silangit Nanti Bisa Terbang Langsung ke Singapura Hingga Thailand"
5215,"Positive","Sri Mulyani Akan Pakai Gerbang Pembayaran Nasional untuk Rekam Pajak"
5216,"Positive","BKPM Kejar Investasi Rp 765 T di 2018, Begini Strateginya"
5217,"Positive","Soal Barter Sukhoi dengan Hasil Kebun, Kemendag: Bolanya di Kemenhan"
5218,"Positive","Begini Bentuk Pesawat Canggih Boeing Business Jet"
5219,"Positive","Setelah 5 Tahun, Manggis RI Akhirnya Bisa Tembus Pasar China"
5220,"Positive","Ini 10 Bahan Pangan yang Masih Diimpor RI"
5221,"Positive","Masril Koto, Pria Tak Lulus SD yang Sukses Dirikan Bank Petani"
5222,"Negative","Transaksi Ilegal Bitcoin, Beli Senjata dan Nonton Wanita Telanjang"
5223,"Negative","Para Miliuner Dunia Pun Pernah Hidup Miskin, Ini Buktinya (1)"
5224,"Positive","Masyarakat RI dan Asia Pasifik Mulai Sering Belanja Pakai HP"
5225,"Positive","Fakta Kereta Bandara Soekarno-Hatta yang Sudah Beroperasi"
5226,"Positive","Barang Impor Terlarang Dipangkas, Bisakah Dwell Time 2,9 Hari?"
5227,"Negative","Kisruh Masuknya Beras Impor Ilegal dari Vietnam"
5228,"Positive","Perjalanan 23 Tahun Tol Sumo yang Diresmikan Jokowi Hari Ini"
5229,"Negative","Hasil Bumi RI Diekspor, Tapi Uangnya 'Parkir' di Luar Negeri"
5230,"Positive","Apa Saja yang Ditanggung Oleh Santunan Kecelakaan Kerja BPJS TK?"
5231,"Positive","Ikut Tax Amnesty, Aburizal Bakrie: Anak-anak Semua Ikut"
5232,"Positive","Ini Dia Orang Tajir se-Indonesia 2013 Versi Forbes (2)"
5233,"Positive","Turun Rp 3.000, Emas Antam Dijual Rp 633.000/Gram"
5234,"Positive","Bisakah Subsidi Tekan Ketimpangan? Ini Kata Kepala Bappenas"
5235,"Negative","Gunung Agung Erupsi, Apa Lokasi Forum Tahunan IMF-WB Dipindah?"
5236,"Positive","Ratu Prabu Bangun LRT Rp 405 T, Budi Karya: Harus Gandeng Operator"
5237,"Negative","Ini yang Terbanyak Beri Utang ke Pemerintah RI"
5238,"Positive","Pasca-Konsensus ASEAN, RI Dorong Pemutihan Pekerja Ilegal"
5239,"Negative","Dilema Fresh Graduate, Lamaran Ditolak Karena Belum Pengalaman"
5240,"Positive","Tahun Ini, PT KAI Dapat Rp 4 T untuk Proyek LRT"
5241,"Negative","Soal Anomali di Pasar Modal, Darmin: Kurs Lain, IHSG Lain"
5242,"Negative","Tarif Tol Wiyoto Wiyono Naik Mulai Jumat Pekan Ini, Ini Daftarnya"
5243,"Positive","Ini 10 Kota Dengan Jaringan MRT Terbaik di Dunia"
5244,"Positive","Usai Google, Sri Mulyani Langsung Kejar Pajak Facebook Cs"
5245,"Positive","Fakta Seputar Rencana Naiknya Uang Pensiun PNS"
5246,"Negative","Banjir Landa Jakarta, Pengusaha Khawatir Arus Barang Terhambat"
5247,"Positive","Bangun Gudang Semen, Holcim Rogoh Rp 400 M"
5248,"Positive","Ini Visi dan Misi Prabowo-Hatta di Bidang Ekonomi"
5249,"Positive","Ini Para Menteri Ekonomi yang Cuti Kerja Demi Kampanye"
5250,"Positive","Pembebasan Lahan Lancar, Bendungan Kuwil Kawangkoan Ditarget Selesai 2019"
5251,"Positive","RI Ekspor US$ 168,728 M dan Impor US$ 156,893 M di 2017"
5252,"Positive","Trump Jadi Saksi China Borong 300 Pesawat Boeing Rp 500 T"
5253,"Positive","Pemerintah Tak Ingin Lulusan SMK Nganggur, Begini Caranya"
5254,"Negative","Kepentingan Trump dan AS dalam Penangkapan 11 Pangeran Arab"
5255,"Negative","Pasca Longsor, Kereta Bandara Soetta Masih Belum Beroperasi"
5256,"Positive","Umur 20-an Harta Triliunan, Ini Orang-orang Kaya Termuda"
5257,"Positive","Emas Batangan Shio Anjing Tanah Dijual Rp 56 Juta/Keping"
5258,"Positive","Pelindo III Kucurkan Rp 1,3 T Bangun Flyover Terminal Teluk Lamong"
5259,"Positive","Railink Bakal Integrasikan Akses Penumpang KRL dan Kereta Bandara"
5260,"Positive","Uang NKRI, Kado Ultah Indonesia di Usia ke-69"
5261,"Positive","BNP2TKI Sebut Remitansi TKI Capai Rp 77,5 Triliun"
5262,"Positive","RI Ekspor Bawang Merah ke Filipina Pakai Kapal Roro"
5263,"Positive","Ditanya Bos Gojek Soal Kredit UMKM, Ini Jawaban Sri Mulyani"
5264,"Positive","Mau Sekuritisasi Aset Rp 4 Triliun, PLN Kebanjiran Permintaan"
5265,"Positive","Susi Tawarkan PNS Pensiun Dini, Pesangonnya Sampai Rp 300 Juta"
5266,"Negative","Pencairan Dana Jepang untuk Patimban Masih Terhalang Proyek MRT"
5267,"Negative","Belum Ada Investor, Proyek Trem eks Belanda di Surabaya Jalan Terus"
5268,"Negative","50 Toko Ritel Tutup, Pengusaha: Konsep Baru Bikin Omzet Naik 30%"
5269,"Positive","Perusahaan Filipina Beli Saham Nusantara Infrastructure Milik MKI"
5270,"Negative","Transaksi Ilegal Bitcoin, Beli Senjata dan Nonton Wanita Telanjang"
5271,"Positive","Cerita Rini yang Suka Cerewet ke Bos-bos BUMN"
5272,"Negative","Tutup Toko di Manggarai dan Blok M, Matahari Cuci Gudang"
5273,"Positive","Uni Eropa Tanam Duit Rp 43 Triliun di RI Sepanjang 2017"
5274,"Negative","Pedagang Pernak-pernik Tahun Baru Khawatir Omzet Turun 50%"
5275,"Positive","Cerita Gaung, Mahasiswa yang Jadi Investor BEI yang ke-1 Juta"
5276,"Positive","RI, Malaysia dan Thailand Kini Tak Lagi Bergantung Dolar AS"
5277,"Positive","Jualan Online Wajib Daftar, Termasuk Pedagang di Instagram & Facebook?"
5278,"Positive","Dalam 3 Bulan, Sri Mulyani Bakal Terbitkan Euro Hingga Samurai Bond"
5279,"Negative","Para Miliuner Dunia Pun Pernah Hidup Miskin, Ini Buktinya (2)"
5280,"Negative","Ini Alasan Debenhams dan Lotus Tutup Toko di RI"
5281,"Negative","RI Belum Bisa Lepas dari Pangan Impor, Ini Daftarnya (2)"
5282,"Positive","Di Era Jokowi-JK, Sektor e-Commerce Ciptakan Lapangan Kerja"
5283,"Positive","Puluhan Pengusaha Kumpul di Kantor Darmin Bahas Daya Saing RI"
5284,"Negative","Jokowi Kesal Regulasi di Pusat dan Daerah Tak Selaras"
5285,"Positive","Hampir Rampung, Tol Cikampek-Palimanan Bisa Dipakai Ngebut 140 Km/Jam"
5286,"Negative","Pesawat Berbentuk Paling Aneh di Dunia, Mirip Paus"
5287,"Positive","Rini Tunjuk Kepala BPTJ Sebagai Komisaris Utama Pelni"
5288,"Positive","Tak Hanya Tenggelamkan Kapal Maling Ikan, Ini Deretan Prestasi Susi"
5289,"Negative","DPR Keberatan Pemerintah Permudah Pekerja Asing Masuk RI"
5290,"Negative","Ini Komentar Para Pelaku Asuransi Atas Kasus Ahmad Dhani dan Prudential"
5291,"Negative","Duterte Tembak Langsung Maling Ikan, Bagaimana dengan Susi?"
5292,"Positive","Ibu Kota Indonesia Mau Pindah? Ini Tanggapan 3 Tokoh Ekonomi"
5293,"Positive","Kota Tujuan Belanja Terbaik di Dunia (1)"
5294,"Negative","Ini Jajaran Ritel yang Tutup Toko di Indonesia"
5295,"Negative","Ini Tugas Berat Jokowi Untuk Thomas Lembong"
5296,"Negative","HET Berlaku, Ini Daftar Harga Beras di Pasar Induk Cipinang"
5297,"Positive","Ini Dia yang Paling Banyak Beri Utang ke Pemerintah RI"
5298,"Positive","Suami-Istri Terkaya di Dunia, Hartanya Rp 1.000 Triliun (2)"
5299,"Positive","Jokowi Mau Bangun Kereta, Sambungkan Jakarta-Bekasi-Tangerang-Bogor"
5300,"Negative","Ritel Ramai-ramai Tutup Gerai Tahun Ini, Ada Apa?"
5301,"Positive","Kisah Amud Kuli Bangunan yang Nekat Cari Kerja di Jakarta"
5302,"Positive","Bahan Baju Koko Diimpor dari Malaysia, India, dan Pakistan"
5303,"Positive","Hindari Masalah Tenaga Kerja, Ini yang Harus Dipahami Calon Pekerja"
5304,"Positive","9 Bandara di Kalimantan hingga Papua Siap Diresmikan Jokowi"
5305,"Negative","Harga Cabai dan Beras Naik, Darmin: Musim Hujan, Panen Tak Bagus"
5306,"Negative","Teguran Sri Mulyani ke Anies Soal Tingginya Biaya Perdinas DKI"
5307,"Positive","Masuk Mobil, Menhub Tempel Stiker di Kaca Belakang Taksi Online"
5308,"Positive","Di Depan CPNS, Mentan: Konglomerat RI Banyak dari Pertanian"
5309,"Negative","KKP Sebut Kapal Cantrang di Rembang Palsukan Ukuran"
5310,"Positive","Bareng Wajib Pajak Lain, Anggota DPR Lapor SPT di Tanah Abang"
5311,"Positive","Ini Dia 5 Tol Atas Laut yang Ada di Dunia"
5312,"Positive","Begini Jeroan Helikopter Rp 91 Miliar Berlapis Emas"
5313,"Positive","MMM Muncul Lagi, Gencar Beriklan Tawarkan Untung 30%/Bulan"
5314,"Positive","Jokowi Pamer Simpang Susun Semanggi yang Siap Operasi 17 Agustus"
5315,"Positive","Keren Mana, Jembatan Terpanjang se-ASEAN milik Malaysia atau Tol Bali Mandara?"
5316,"Positive","Januari 2018, Kemenhub Terapkan Tilang Online untuk Truk Overload"
5317,"Positive","Saham Bakrie Mulai Bangkit, BNBR dan BTEL Masih Gocap"
5318,"Positive","Ingin Punya Produk yang Laku di Era Digital? Begini Caranya"
5319,"Negative","Rupiah Keok, Ini Kata Jokowi dan Menteri"
5320,"Positive","Ini Foto-foto yang Diunggah Menteri Susi di Twitter"
5321,"Positive","Obama Liburan ke Bali, Pengusaha: Promosi Gratis Pariwisata RI"
5322,"Positive","Menengok Jet Pribadi Punya Salah Satu Orang Terkaya Indonesia"
5323,"Positive","Habiskan Dana Rp 5 Triliun, Progres LRT Jabodebek Capai 22%"
5324,"Positive","Harga Batu Bara Naik, BUMI Cetak Laba Rp 3,56 Triliun"
5325,"Positive","Masyarakat Sudah Puas Jalan-jalan, Tahun Ini Waktunya Belanja"
5326,"Positive","Biaya Perdinas Anies dan Pejabat DKI 3 Kali Lipat dari Pemerintah Pusat"
5327,"Positive","Atur Tiket Pesawat Murah, Ini Alasan Kemenhub Perketat Harga"
5328,"Positive","Bakrie Sumatera Kejar Produksi Sawit 450 Ribu Ton Tahun Ini"
5329,"Negative","Harga Beras Naik, Pedagang Nasi Padang Curhat Pendapatan Turun"
5330,"Negative","Gerai GAP dan Banana Republic Mau Tutup, Nasib Karyawan?"
5331,"Negative","Selain Vietnam, RI Juga Banyak Impor Beras dari Negara-negara Ini"
5332,"Positive","BKPM Kejar Investasi Rp 765 T di 2018, Begini Strateginya"
5333,"Positive","Laba Unilever Naik 10% Jadi Rp 5 Triliun"
5334,"Positive","Berkah Aksi 112, Ada Pedagang Baju Muslim Buka 'Harga Demo'"
5335,"Positive","Berkelir Merah Putih, Ini Tampilan LRT Kelapa Gading-Velodrome"
5336,"Negative","Tak Cuma Pasar Induk, Jeruk Mandarin Juga 'Hilang' di Supermarket"
5337,"Positive","Bentuknya Mirip, Enak Mana Jeruk Mandarin China atau Pakistan?"
5338,"Positive","Bisa Dijajal Besok, Tarif Promo Kereta Bandara Soekarno-Hatta Rp 30.000"
5339,"Positive","Tanggapan Para Penjual di Medsos yang Lapaknya Bakal Dipajakin"
5340,"Negative","Masalah Ekonomi RI Versi JK: Sudah Timpang, Miskin Lagi, Harus Diperhatikan"
5341,"Positive","Biaya Perdinas Anies dan Pejabat Rp 1,5 Juta/Hari, Berapa yang Lain?"
5342,"Negative","Belum Bayar Gaji Mantan Pegawai, Sevel Dituding Ingkar Janji"
5343,"Positive","JK dan Para Menteri Kumpul Bareng Pengusaha Bahas Ketahanan Pangan"
5344,"Positive","RI Impor Singkong dari Masa ke Masa"
5345,"Negative","ORI014 Hanya Laku Rp 8,9 T, Kemenkeu: Bunganya Rendah"
5346,"Positive","Pernak-pernik Imlek di Pasar Asemka Mayoritas Impor dari China"
5347,"Negative","Ini Aset-aset Grup Bakrie yang Dijual"
5348,"Positive","Veteran Naik Kereta ke Mana Saja Gratis di Hari Pahlawan"
5349,"Negative","Dapat Rp 81,7 T, Wilayah Timur RI Belum Keluar dari Kemiskinan"
5350,"Negative","BTN Terbitkan Surat Utang Rp 5 T, Kisaran Bunga 7,95%-8,9%"
5351,"Positive","Imlek, Gratis Voucher Rp 80.000 & Plus Diskon 8% di Index Living Mall"
5352,"Positive","Darmin Bakal Terbang ke Belgia Lawan Resolusi Sawit Uni Eropa"
5353,"Positive","Ini 10 Kota Dengan Jaringan MRT Terbaik di Dunia"
5354,"Negative","'Maskapai Bikini' Mau Terbang ke RI, Menhub: Masuk Sini Harus Sopan"
5355,"Positive","Stok Beras di Kalsel Cukup Sampai 6 Bulan ke Depan"
5356,"Positive","Jurus Sandi Redam Imbas Lonjakan Harga Beras ke Bahan Pangan Lain"
5357,"Negative","Soal Gaji Presiden Rp 553 Juta, Kemenkeu: RPP Saja Belum Dibikin"
5358,"Positive","Memantau Proyek Perluasan Terminal 3 Bandara Soetta Rp 4,7 Triliun"
5359,"Positive","Jelang Akhir 2017, Harga Daging Sapi Masih Betah di Rp 120.000/Kg"
5360,"Negative","Merpati Kisruh Lagi, Dari Gaji Tak Dibayar Hingga Stop Operasi"
5361,"Positive","Tentang Perintah Bernada Tinggi Menteri Susi Soal Anggaran"
5362,"Positive","Ini Jurus Negara Lain Lawan Krisis Ekonomi, Bagaimana dengan RI?"
5363,"Positive","Sudah 2 Tahun Berjalan, Apa Kabar Proyek Listrik 35.000 MW?"
5364,"Positive","Seberapa Kuat Bangunan di Jakarta Tahan Diguncang Gempa?"
5365,"Positive","Kemenhub: Keselamatan Penerbangan RI di Atas Rata-rata Dunia"
5366,"Positive","Pekerja di Cikarang Kini Bisa Beli Hunian dengan Cicilan Rp 2 Jutaan/Bulan"
5367,"Negative","Dijanjikan Sisa THR dan Gaji Dibayar, Eks Pegawai 7-Eleven Bubarkan Diri"
5368,"Positive","Ini Pesawat Jet Pribadi Favorit Pengusaha Hingga Politikus RI"
5369,"Positive","UMP Tahun Depan Naik 8,71%, Bakal Ada PHK?"
5370,"Positive","Dirut BPJS Kesehatan Sambangi Kantor Sri Mulyani, Ada Apa?"
5371,"Positive","Harga Daging Ayam Tembus Rp 40.000/Ekor, Ini Sebabnya"
5372,"Negative","Disindir Fadli Zon Soal Rupiah, Sri Mulyani: Masalahnya di Amerika"
5373,"Positive","Upaya Perbaikan Jalur Pantura Lepas dari Stigma 'Proyek Abadi'"
5374,"Negative","Dipanggil Ombudsman Selama 2 Jam Soal e-Money, Ini Penjelasan BI"
5375,"Positive","Usai Dipanggil Jokowi, Sri Mulyani Bakal Evaluasi Insentif Pajak"
5376,"Negative","Kereta Bandara Berhenti Beroperasi, Railink Rugi Rp 300 Juta/Hari"
5377,"Positive","Pakai Sistem Ini, Pencairan KPR Bunga Murah 5% Makin Cepat Jadi 3 Hari"
5378,"Positive","Ini Dia Jet Pribadi Super Mewah Termahal di Dunia (2)"
5379,"Positive","Indonesia Masih Impor Bumbu Dapur, Ini Daftarnya"
5380,"Positive","Ini Syarat Beli Daging Sapi Rp 35.000/Kg yang Dijual Sandi"
5381,"Positive","LPDB Gandeng Fintech Salurkan Dana Bergulir Rp 1,2 Triliun"
5382,"Negative","Saat Rini Tersinggung Karena BUMN Dituding Kuasai Proyek Pemerintah"
5383,"Positive","Jokowi Buka Suara Soal Kebijakan Susi Tenggelamkan Kapal Maling Ikan"
5384,"Positive","Diskon hingga 75% Tempat Tidur di Index Living Mall Graha Bintaro"
5385,"Positive","Drama Panjang Bakrie-Rothschild, Akhirnya 'Cerai' Juga (1)"
5386,"Positive","Revisi Aturan Toko Modern di DKI Dibahas Pemprov dan DPRD"
5387,"Negative","Ada 400 Ribu Ha Tanah Terlantar di RI"
5388,"Positive","Pimpinan DPR Dorong Wakil Rakyat Lapor SPT Pajak"
5389,"Negative","Tutup Toko di Blok M, Omzet Ramayana Turun Rp 3 Miliar"
5390,"Positive","Jokowi: Bos IMF Terheran-heran pada Layanan Kesehatan RI"
5391,"Positive","Rel Sempat Patah, Operasi KA Jarak Jauh Tak Terganggu"
5392,"Positive","Yuk Naik, Kereta Bandara Soetta Bisa Dijajal Mulai Hari Ini"
5393,"Positive","Mulai Akhir Januari Berbisnis di RI Akan Lebih Mudah"
5394,"Positive","Stok Bumbu Dapur di Pasar Kramat Jati Aman Pasca Kebakaran"
5395,"Positive","Ternyata Kim Jong Un Hobi Bermewah-mewahan, Ini Buktinya"
5396,"Positive","Jaga-jaga Kecelakaan Seperti Novanto, Ini Tips Alokasi Dana Darurat"
5397,"Negative","Jembatan Merah Putih Tak Sediakan Jalur Pejalan Kaki, Ini Alasannya"
5398,"Positive","Peringkat Investasi RI Naik Terus, Bikin Investor Asing Borong Saham"
5399,"Positive","Mau Jual Aset, Induk Sevel Tak Dapat Restu Pemegang Saham"
5400,"Positive","PLN Sekuritisasi Aset Anak Usaha Rp 4 Triliun"
5401,"Positive","Sri Mulyani Bahas Ekonomi Digital dengan Bos IMF"
5402,"Negative","Akankah Koleksi Saham 'Gocap' Grup Bakrie Bertambah?"
5403,"Positive","Lotte Shopping Avenue Gelar Aneka Program Sambut Natal dan Tahun Baru"
5404,"Positive","Tiba di Cilegon, 6.000 Ton Beras Vietnam Masuk Gudang Bulog"
5405,"Positive","Urus Izin Investasi Langsung Konstruksi Diperluas Jadi 15 Kawasan"
5406,"Positive","RI Juga Impor Barang dari AS, Ini Daftarnya"
5407,"Positive","Ini Visi dan Misi Jokowi-JK di Bidang Ekonomi"
5408,"Positive","Berkat BUMI, Saham-saham 'Zombie' Bakrie Mulai Bangkit"
5409,"Positive","Dirut PT Garam Diangkat Jadi Dirut PTPN VII"
5410,"Positive","Jokowi Cerita Usahanya Dekati Investor Arab"
5411,"Positive","Angkasa Pura II akan Kelola 9 Bandara Tahun Ini"
5412,"Positive","Di Jateng, Eximbank Salurkan Kredit Eksportir Rp 8,4 Triliun"
5413,"Negative","Ritel RI Berguguran, Bagaimana di Singapura?"
5414,"Negative","Perluasan Bansos Non Tunai Masih Terkendala, Ini Masalahnya"
